"","Drug","QTLregion","Gene_ID","Feature_ID","Gene_Name"
"1784","Fenbendazole_15","III:8365279-10675443","WBGene00194861","H04D03.6b","NA"
"1785","Fenbendazole_15","III:8365279-10675443","WBGene00010363","H04D03.2a","NA"
"1786","Fenbendazole_15","III:8365279-10675443","WBGene00010364","H04D03.3","NA"
"1787","Fenbendazole_15","III:8365279-10675443","WBGene00010365","H04D03.4","NA"
"1788","Fenbendazole_15","III:8365279-10675443","WBGene00008422","D2045.2","NA"
"1789","Fenbendazole_15","III:8365279-10675443","WBGene00000231","D2045.1d","atx-2"
"1790","Fenbendazole_15","III:8365279-10675443","WBGene00008423","D2045.5","NA"
"1791","Fenbendazole_15","III:8365279-10675443","WBGene00000836","D2045.6","cul-1"
"1792","Fenbendazole_15","III:8365279-10675443","WBGene00008426","D2045.9","NA"
"1793","Fenbendazole_15","III:8365279-10675443","WBGene00008424","D2045.7","NA"
"1794","Fenbendazole_15","III:8365279-10675443","WBGene00008425","D2045.8","NA"
"1795","Fenbendazole_15","III:8365279-10675443","WBGene00009653","F43D9.1","NA"
"1796","Fenbendazole_15","III:8365279-10675443","WBGene00004283","F43D9.2","rab-33"
"1797","Fenbendazole_15","III:8365279-10675443","WBGene00006395","F43D9.5","taf-11.3"
"1798","Fenbendazole_15","III:8365279-10675443","WBGene00185048","F43D9.6","urm-1"
"1799","Fenbendazole_15","III:8365279-10675443","WBGene00004798","F43D9.4","sip-1"
"1800","Fenbendazole_15","III:8365279-10675443","WBGene00009654","F43D9.3a","NA"
"1801","Fenbendazole_15","III:8365279-10675443","WBGene00006784","T21C12.1e","unc-49"
"1802","Fenbendazole_15","III:8365279-10675443","WBGene00001993","T21C12.2","hpd-1"
"1803","Fenbendazole_15","III:8365279-10675443","WBGene00011899","T21C12.3","NA"
"1804","Fenbendazole_15","III:8365279-10675443","WBGene00043998","T21C12.8a","NA"
"1805","Fenbendazole_15","III:8365279-10675443","WBGene00011900","T21C12.4b","NA"
"1806","Fenbendazole_15","III:8365279-10675443","WBGene00012859","Y45F3A.1","NA"
"1807","Fenbendazole_15","III:8365279-10675443","WBGene00004282","Y45F3A.2","rab-30"
"1808","Fenbendazole_15","III:8365279-10675443","WBGene00012860","Y45F3A.3a.1","acdh-11"
"1809","Fenbendazole_15","III:8365279-10675443","WBGene00012862","Y45F3A.5","NA"
"1810","Fenbendazole_15","III:8365279-10675443","WBGene00012863","Y45F3A.8","NA"
"1811","Fenbendazole_15","III:8365279-10675443","WBGene00012864","Y45F3A.9","NA"
"1812","Fenbendazole_15","III:8365279-10675443","WBGene00012643","Y39A1A.3","NA"
"1813","Fenbendazole_15","III:8365279-10675443","WBGene00012641","Y39A1A.1b","epg-6"
"1814","Fenbendazole_15","III:8365279-10675443","WBGene00012642","Y39A1A.2","NA"
"1815","Fenbendazole_15","III:8365279-10675443","WBGene00012644","Y39A1A.5","rabx-5"
"1816","Fenbendazole_15","III:8365279-10675443","WBGene00012660","Y39A1A.24","NA"
"1817","Fenbendazole_15","III:8365279-10675443","WBGene00012646","Y39A1A.7","lron-10"
"1818","Fenbendazole_15","III:8365279-10675443","WBGene00001997","Y39A1A.23.1","hpr-9"
"1819","Fenbendazole_15","III:8365279-10675443","WBGene00012647","Y39A1A.8","swt-4"
"1820","Fenbendazole_15","III:8365279-10675443","WBGene00012648","Y39A1A.9","NA"
"1821","Fenbendazole_15","III:8365279-10675443","WBGene00012649","Y39A1A.10","NA"
"1822","Fenbendazole_15","III:8365279-10675443","WBGene00194731","Y39A1A.27","NA"
"1823","Fenbendazole_15","III:8365279-10675443","WBGene00000974","Y39A1A.11","dhs-11"
"1824","Fenbendazole_15","III:8365279-10675443","WBGene00012650","Y39A1A.12","orc-1"
"1825","Fenbendazole_15","III:8365279-10675443","WBGene00012652","Y39A1A.14","NA"
"1826","Fenbendazole_15","III:8365279-10675443","WBGene00000566","Y39A1A.15a","cnt-2"
"1827","Fenbendazole_15","V:8398703-16253803","WBGene00018692","F52E1.2","NA"
"1828","Fenbendazole_15","V:8398703-16253803","WBGene00018698","F52E1.10","vha-18"
"1829","Fenbendazole_15","V:8398703-16253803","WBGene00004078","F52E1.1","pos-1"
"1830","Fenbendazole_15","V:8398703-16253803","WBGene00018700","F52E1.13a","lmd-3"
"1831","Fenbendazole_15","V:8398703-16253803","WBGene00020720","T23B12.5","NA"
"1832","Fenbendazole_15","V:8398703-16253803","WBGene00020721","T23B12.6","NA"
"1833","Fenbendazole_15","V:8398703-16253803","WBGene00020719","T23B12.4","natc-1"
"1834","Fenbendazole_15","V:8398703-16253803","WBGene00020717","T23B12.2","mrpl-4"
"1835","Fenbendazole_15","V:8398703-16253803","WBGene00020716","T23B12.1","phf-30"
"1836","Fenbendazole_15","V:8398703-16253803","WBGene00004256","ZK994.3","pxn-1"
"1837","Fenbendazole_15","V:8398703-16253803","WBGene00022840","ZK994.1","NA"
"1838","Fenbendazole_15","V:8398703-16253803","WBGene00018481","F45F2.9b","NA"
"1839","Fenbendazole_15","V:8398703-16253803","WBGene00018482","F45F2.10","NA"
"1840","Fenbendazole_15","V:8398703-16253803","WBGene00018483","F45F2.11b","NA"
"1841","Fenbendazole_15","V:8398703-16253803","WBGene00018480","F45F2.7","otpl-7"
"1842","Fenbendazole_15","V:8398703-16253803","WBGene00018479","F45F2.6","otpl-6"
"1843","Fenbendazole_15","V:8398703-16253803","WBGene00018478","F45F2.5","otpl-5"
"1844","Fenbendazole_15","V:8398703-16253803","WBGene00001882","F45F2.12","his-8"
"1845","Fenbendazole_15","V:8398703-16253803","WBGene00001881","F45F2.4","his-7"
"1846","Fenbendazole_15","V:8398703-16253803","WBGene00001913","F45F2.2","his-39"
"1847","Fenbendazole_15","V:8398703-16253803","WBGene00018477","F45F2.1","otpl-4"
"1848","Fenbendazole_15","V:8398703-16253803","WBGene00006435","F25G6.5","stdh-4"
"1849","Fenbendazole_15","V:8398703-16253803","WBGene00017799","F25G6.8","NA"
"1850","Fenbendazole_15","V:8398703-16253803","WBGene00017800","F25G6.9","NA"
"1851","Fenbendazole_15","V:8398703-16253803","WBGene00017797","F25G6.2","symk-1"
"1852","Fenbendazole_15","V:8398703-16253803","WBGene00017796","F25G6.1","NA"
"1853","Fenbendazole_15","V:8398703-16253803","WBGene00015670","C10B5.1","NA"
"1854","Fenbendazole_15","V:8398703-16253803","WBGene00015671","C10B5.3","NA"
"1855","Fenbendazole_15","V:8398703-16253803","WBGene00018289","F41E6.8","NA"
"1856","Fenbendazole_15","V:8398703-16253803","WBGene00044554","F41E6.15","NA"
"1857","Fenbendazole_15","V:8398703-16253803","WBGene00018286","F41E6.5b","NA"
"1858","Fenbendazole_15","V:8398703-16253803","WBGene00018285","F41E6.4a","smk-1"
"1859","Fenbendazole_15","V:8398703-16253803","WBGene00018291","F41E6.10","fip-4"
"1860","Fenbendazole_15","V:8398703-16253803","WBGene00018292","F41E6.11","NA"
"1861","Fenbendazole_15","V:8398703-16253803","WBGene00018284","F41E6.1","NA"
"1862","Fenbendazole_15","V:8398703-16253803","WBGene00018293","F41E6.12","NA"
"1863","Fenbendazole_15","V:8398703-16253803","WBGene00018295","F41E6.14","oac-29"
"1864","Fenbendazole_15","V:8398703-16253803","WBGene00017879","F28A12.1","acd-4"
"1865","Fenbendazole_15","V:8398703-16253803","WBGene00017881","F28A12.4.1","asp-13"
"1866","Fenbendazole_15","V:8398703-16253803","WBGene00022538","ZC190.4","NA"
"1867","Fenbendazole_15","V:8398703-16253803","WBGene00022539","ZC190.5","NA"
"1868","Fenbendazole_15","V:8398703-16253803","WBGene00022540","ZC190.6","NA"
"1869","Fenbendazole_15","V:8398703-16253803","WBGene00022537","ZC190.2","NA"
"1870","Fenbendazole_15","V:8398703-16253803","WBGene00000541","ZC190.1.1","cln-3.3"
"1871","Fenbendazole_15","V:8398703-16253803","WBGene00022542","ZC190.8","NA"
"1872","Fenbendazole_15","V:8398703-16253803","WBGene00022544","ZC190.10a","NA"
"1873","Fenbendazole_15","V:8398703-16253803","WBGene00022535","ZC178.1","NA"
"1874","Fenbendazole_15","V:8398703-16253803","WBGene00022536","ZC178.2","NA"
"1875","Fenbendazole_15","V:8398703-16253803","WBGene00001616","ZC196.7","glr-5"
"1876","Fenbendazole_15","V:8398703-16253803","WBGene00022551","ZC196.8","NA"
"1877","Fenbendazole_15","V:8398703-16253803","WBGene00022552","ZC196.9a","NA"
"1878","Fenbendazole_15","V:8398703-16253803","WBGene00022550","ZC196.6","droe-8"
"1879","Fenbendazole_15","V:8398703-16253803","WBGene00022549","ZC196.5","NA"
"1880","Fenbendazole_15","V:8398703-16253803","WBGene00022548","ZC196.4","NA"
"1881","Fenbendazole_15","V:8398703-16253803","WBGene00022547","ZC196.3","NA"
"1882","Fenbendazole_15","V:8398703-16253803","WBGene00022546","ZC196.2","NA"
"1883","Fenbendazole_15","V:8398703-16253803","WBGene00015223","B0507.6","NA"
"1884","Fenbendazole_15","V:8398703-16253803","WBGene00202499","B0507.15","NA"
"1885","Fenbendazole_15","V:8398703-16253803","WBGene00015222","B0507.5a","NA"
"1886","Fenbendazole_15","V:8398703-16253803","WBGene00015221","B0507.4","NA"
"1887","Fenbendazole_15","V:8398703-16253803","WBGene00015224","B0507.7","NA"
"1888","Fenbendazole_15","V:8398703-16253803","WBGene00015227","B0507.10","NA"
"1889","Fenbendazole_15","V:8398703-16253803","WBGene00015225","B0507.8","NA"
"1890","Fenbendazole_15","V:8398703-16253803","WBGene00015226","B0507.9","NA"
"1891","Fenbendazole_15","V:8398703-16253803","WBGene00015220","B0507.3a","NA"
"1892","Fenbendazole_15","V:8398703-16253803","WBGene00006006","B0507.11","srx-115"
"1893","Fenbendazole_15","V:8398703-16253803","WBGene00015219","B0507.2","NA"
"1894","Fenbendazole_15","V:8398703-16253803","WBGene00015218","B0507.1","NA"
"1895","Fenbendazole_15","V:8398703-16253803","WBGene00015275","C01B7.3","NA"
"1896","Fenbendazole_15","V:8398703-16253803","WBGene00006342","C01B7.1c.1","sup-37"
"1897","Fenbendazole_15","V:8398703-16253803","WBGene00006467","C01B7.4","magu-2"
"1898","Fenbendazole_15","V:8398703-16253803","WBGene00015276","C01B7.5","NA"
"1899","Fenbendazole_15","V:8398703-16253803","WBGene00004457","C01B7.6","rpm-1"
"1900","Fenbendazole_15","V:8398703-16253803","WBGene00015277","C01B7.7","NA"
"1901","Fenbendazole_15","V:8398703-16253803","WBGene00021108","W09B7.3","NA"
"1902","Fenbendazole_15","V:8398703-16253803","WBGene00021107","W09B7.2","NA"
"1903","Fenbendazole_15","V:8398703-16253803","WBGene00021106","W09B7.1","NA"
"1904","Fenbendazole_15","V:8398703-16253803","WBGene00017188","F07B7.7","NA"
"1905","Fenbendazole_15","V:8398703-16253803","WBGene00001927","F07B7.3","his-53"
"1906","Fenbendazole_15","V:8398703-16253803","WBGene00017190","F07B7.12","NA"
"1907","Fenbendazole_15","V:8398703-16253803","WBGene00017192","F07B7.14","NA"
"1908","Fenbendazole_15","V:8398703-16253803","WBGene00017186","F07B7.2","NA"
"1909","Fenbendazole_15","V:8398703-16253803","WBGene00017185","F07B7.1","NA"
"1910","Fenbendazole_15","V:8398703-16253803","WBGene00017152","EGAP798.1","NA"
"1911","Fenbendazole_15","V:8398703-16253803","WBGene00022607","ZC411.1","NA"
"1912","Fenbendazole_15","V:8398703-16253803","WBGene00019448","K06C4.17","frpr-13"
"1913","Fenbendazole_15","V:8398703-16253803","WBGene00019445","K06C4.9","frpr-12"
"1914","Fenbendazole_15","V:8398703-16253803","WBGene00019444","K06C4.8","frpr-11"
"1915","Fenbendazole_15","V:8398703-16253803","WBGene00019443","K06C4.7","NA"
"1916","Fenbendazole_15","V:8398703-16253803","WBGene00019203","H14N18.3","ttr-47"
"1917","Fenbendazole_15","V:8398703-16253803","WBGene00019204","H14N18.4b","NA"
"1918","Fenbendazole_15","V:8398703-16253803","WBGene00019202","H14N18.2","NA"
"1919","Fenbendazole_15","V:8398703-16253803","WBGene00006760","H14N18.1a","unc-23"
"1920","Fenbendazole_15","V:8398703-16253803","WBGene00020554","T19A5.3a","NA"
"1921","Fenbendazole_15","V:8398703-16253803","WBGene00001526","T19A5.2a","gck-1"
"1922","Fenbendazole_15","V:8398703-16253803","WBGene00020553","T19A5.1","NA"
"1923","Fenbendazole_15","V:8398703-16253803","WBGene00003634","T19A5.4","nhr-44"
"1924","Fenbendazole_15","V:8398703-16253803","WBGene00020555","T19A5.5","nhr-219"
"1925","Fenbendazole_15","V:8398703-16253803","WBGene00019114","F59E11.8a","nhr-194"
"1926","Fenbendazole_15","V:8398703-16253803","WBGene00019115","F59E11.10b","nhr-195"
"1927","Fenbendazole_15","V:8398703-16253803","WBGene00019116","F59E11.11","nhr-143"
"1928","Fenbendazole_15","V:8398703-16253803","WBGene00019117","F59E11.12a.1","nhr-144"
"1929","Fenbendazole_15","V:8398703-16253803","WBGene00006143","F59E11.13","str-84"
"1930","Fenbendazole_15","V:8398703-16253803","WBGene00006145","F59E11.14","str-86"
"1931","Fenbendazole_15","V:8398703-16253803","WBGene00006144","F59E11.15","str-85"
"1932","Fenbendazole_15","V:8398703-16253803","WBGene00006146","F59E11.16","str-87"
"1933","Fenbendazole_15","V:8398703-16253803","WBGene00019113","F59E11.7a","NA"
"1934","Fenbendazole_15","V:8398703-16253803","WBGene00019112","F59E11.6","NA"
"1935","Fenbendazole_15","V:8398703-16253803","WBGene00019111","F59E11.5","NA"
"1936","Fenbendazole_15","V:8398703-16253803","WBGene00019109","F59E11.2","NA"
"1937","Fenbendazole_15","V:8398703-16253803","WBGene00005892","F59E11.1","srx-1"
"1938","Fenbendazole_15","V:8398703-16253803","WBGene00005894","R03H4.3","srx-3"
"1939","Fenbendazole_15","V:8398703-16253803","WBGene00005893","R03H4.2","srx-2"
"1940","Fenbendazole_15","V:8398703-16253803","WBGene00005412","R03H4.9","srh-201"
"1941","Fenbendazole_15","V:8398703-16253803","WBGene00019850","R03H4.4","srt-18"
"1942","Fenbendazole_15","V:8398703-16253803","WBGene00019849","R03H4.1","oac-40"
"1943","Fenbendazole_15","V:8398703-16253803","WBGene00019851","R03H4.5","oac-41"
"1944","Fenbendazole_15","V:8398703-16253803","WBGene00044617","R03H4.6","bus-1"
"1945","Fenbendazole_15","V:8398703-16253803","WBGene00016095","C25E10.5","NA"
"1946","Fenbendazole_15","V:8398703-16253803","WBGene00016094","C25E10.4","NA"
"1947","Fenbendazole_15","V:8398703-16253803","WBGene00016093","C25E10.3b","srsx-34"
"1948","Fenbendazole_15","V:8398703-16253803","WBGene00016091","C25E10.1","nhr-30"
"1949","Fenbendazole_15","V:8398703-16253803","WBGene00235313","C25E10.17a","NA"
"1950","Fenbendazole_15","V:8398703-16253803","WBGene00016096","C25E10.7","NA"
"1951","Fenbendazole_15","V:8398703-16253803","WBGene00016097","C25E10.8.1","NA"
"1952","Fenbendazole_15","V:8398703-16253803","WBGene00023417","C25E10.9a","swm-1"
"1953","Fenbendazole_15","V:8398703-16253803","WBGene00016099","C25E10.10","NA"
"1954","Fenbendazole_15","V:8398703-16253803","WBGene00016100","C25E10.11","NA"
"1955","Fenbendazole_15","V:8398703-16253803","WBGene00023431","C25E10.13","NA"
"1956","Fenbendazole_15","V:8398703-16253803","WBGene00016101","C25E10.12","NA"
"1957","Fenbendazole_15","V:8398703-16253803","WBGene00020862","T27E4.4","fip-2"
"1958","Fenbendazole_15","V:8398703-16253803","WBGene00020863","T27E4.5","NA"
"1959","Fenbendazole_15","V:8398703-16253803","WBGene00020864","T27E4.6","oac-50"
"1960","Fenbendazole_15","V:8398703-16253803","WBGene00002015","T27E4.8","hsp-16.1"
"1961","Fenbendazole_15","V:8398703-16253803","WBGene00002019","T27E4.3","hsp-16.48"
"1962","Fenbendazole_15","V:8398703-16253803","WBGene00002020","T27E4.9","hsp-16.49"
"1963","Fenbendazole_15","V:8398703-16253803","WBGene00002017","T27E4.2","hsp-16.11"
"1964","Fenbendazole_15","V:8398703-16253803","WBGene00020861","T27E4.1","NA"
"1965","Fenbendazole_15","V:8398703-16253803","WBGene00017658","F21C10.9.1","NA"
"1966","Fenbendazole_15","V:8398703-16253803","WBGene00017661","F21C10.12","frpr-6"
"1967","Fenbendazole_15","V:8398703-16253803","WBGene00235330","F21C10.18","NA"
"1968","Fenbendazole_15","V:8398703-16253803","WBGene00004119","F21C10.8a","pqn-31"
"1969","Fenbendazole_15","V:8398703-16253803","WBGene00017657","F21C10.7","NA"
"1970","Fenbendazole_15","V:8398703-16253803","WBGene00017656","F21C10.6","NA"
"1971","Fenbendazole_15","V:8398703-16253803","WBGene00017655","F21C10.5","NA"
"1972","Fenbendazole_15","V:8398703-16253803","WBGene00017654","F21C10.4","NA"
"1973","Fenbendazole_15","V:8398703-16253803","WBGene00017652","F21C10.1","NA"
"1974","Fenbendazole_15","V:8398703-16253803","WBGene00015053","B0222.1","NA"
"1975","Fenbendazole_15","V:8398703-16253803","WBGene00015054","B0222.2","pitr-2"
"1976","Fenbendazole_15","V:8398703-16253803","WBGene00015055","B0222.3","pitr-3"
"1977","Fenbendazole_15","V:8398703-16253803","WBGene00006418","B0222.4","tag-38"
"1978","Fenbendazole_15","V:8398703-16253803","WBGene00015056","B0222.5","NA"
"1979","Fenbendazole_15","V:8398703-16253803","WBGene00015058","B0222.10","NA"
"1980","Fenbendazole_15","V:8398703-16253803","WBGene00000717","B0222.6","col-144"
"1981","Fenbendazole_15","V:8398703-16253803","WBGene00000718","B0222.7","col-145"
"1982","Fenbendazole_15","V:8398703-16253803","WBGene00000599","B0222.8","col-10"
"1983","Fenbendazole_15","V:8398703-16253803","WBGene00044582","B0222.11","NA"
"1984","Fenbendazole_15","V:8398703-16253803","WBGene00015057","B0222.9","gad-3"
"1985","Fenbendazole_15","V:8398703-16253803","WBGene00004107","C24B5.5","pqn-16"
"1986","Fenbendazole_15","V:8398703-16253803","WBGene00016045","C24B5.2c","spas-1"
"1987","Fenbendazole_15","V:8398703-16253803","WBGene00004216","C24B5.3","ptr-1"
"1988","Fenbendazole_15","V:8398703-16253803","WBGene00016044","C24B5.1","NA"
"1989","Fenbendazole_15","V:8398703-16253803","WBGene00016046","C24B5.4","NA"
"1990","Fenbendazole_15","V:8398703-16253803","WBGene00006221","T18H9.4","str-177"
"1991","Fenbendazole_15","V:8398703-16253803","WBGene00000215","T18H9.2a","asp-2"
"1992","Fenbendazole_15","V:8398703-16253803","WBGene00002132","T18H9.5a","inx-10"
"1993","Fenbendazole_15","V:8398703-16253803","WBGene00007023","T18H9.6","mdt-27"
"1994","Fenbendazole_15","V:8398703-16253803","WBGene00044077","T18H9.7a","tag-232"
"1995","Fenbendazole_15","V:8398703-16253803","WBGene00001695","T18H9.1","grd-6"
"1996","Fenbendazole_15","V:8398703-16253803","WBGene00017193","F07C3.2","NA"
"1997","Fenbendazole_15","V:8398703-16253803","WBGene00017194","F07C3.3","NA"
"1998","Fenbendazole_15","V:8398703-16253803","WBGene00017195","F07C3.4","glo-4"
"1999","Fenbendazole_15","V:8398703-16253803","WBGene00000003","F07C3.7","aat-2"
"2000","Fenbendazole_15","V:8398703-16253803","WBGene00006152","F07C3.8","str-94"
"2001","Fenbendazole_15","V:8398703-16253803","WBGene00004211","F07C3.1","ptd-2"
"2002","Fenbendazole_15","V:8398703-16253803","WBGene00202511","F07C3.16","NA"
"2003","Fenbendazole_15","V:8398703-16253803","WBGene00017198","F07C3.10","nhr-36"
"2004","Fenbendazole_15","V:8398703-16253803","WBGene00022788","ZK682.2.1","slc-17.7"
"2005","Fenbendazole_15","V:8398703-16253803","WBGene00001954","ZK682.4","hlh-10"
"2006","Fenbendazole_15","V:8398703-16253803","WBGene00022789","ZK682.5","lron-2"
"2007","Fenbendazole_15","V:8398703-16253803","WBGene00022790","ZK682.7","NA"
"2008","Fenbendazole_15","V:8398703-16253803","WBGene00018405","F44A2.5b","NA"
"2009","Fenbendazole_15","V:8398703-16253803","WBGene00018404","F44A2.4","nhr-39"
"2010","Fenbendazole_15","V:8398703-16253803","WBGene00018403","F44A2.3","NA"
"2011","Fenbendazole_15","V:8398703-16253803","WBGene00018406","F44A2.7","NA"
"2012","Fenbendazole_15","V:8398703-16253803","WBGene00006499","F44A2.1b","tag-153"
"2013","Fenbendazole_15","V:8398703-16253803","WBGene00019464","K07B1.4a","NA"
"2014","Fenbendazole_15","V:8398703-16253803","WBGene00019465","K07B1.5b","acl-14"
"2015","Fenbendazole_15","V:8398703-16253803","WBGene00000766","K07B1.2","coq-6"
"2016","Fenbendazole_15","V:8398703-16253803","WBGene00019468","K07B1.8","NA"
"2017","Fenbendazole_15","V:8398703-16253803","WBGene00019466","K07B1.6c","tos-1"
"2018","Fenbendazole_15","V:8398703-16253803","WBGene00019467","K07B1.7b","NA"
"2019","Fenbendazole_15","V:8398703-16253803","WBGene00006623","K07B1.1.1","try-5"
"2020","Fenbendazole_15","V:8398703-16253803","WBGene00005938","E02C12.3","srx-47"
"2021","Fenbendazole_15","V:8398703-16253803","WBGene00005937","E02C12.2","srx-46"
"2022","Fenbendazole_15","V:8398703-16253803","WBGene00017091","E02C12.4","ttr-40"
"2023","Fenbendazole_15","V:8398703-16253803","WBGene00023485","E02C12.13","ttr-49"
"2024","Fenbendazole_15","V:8398703-16253803","WBGene00001665","E02C12.5","gpa-3"
"2025","Fenbendazole_15","V:8398703-16253803","WBGene00017092","E02C12.6","NA"
"2026","Fenbendazole_15","V:8398703-16253803","WBGene00017093","E02C12.8c","NA"
"2027","Fenbendazole_15","V:8398703-16253803","WBGene00017094","E02C12.9","NA"
"2028","Fenbendazole_15","V:8398703-16253803","WBGene00017095","E02C12.10","NA"
"2029","Fenbendazole_15","V:8398703-16253803","WBGene00017096","E02C12.11","NA"
"2030","Fenbendazole_15","V:8398703-16253803","WBGene00017097","E02C12.12.1","NA"
"2031","Fenbendazole_15","V:8398703-16253803","WBGene00002036","F36D4.3b","hum-2"
"2032","Fenbendazole_15","V:8398703-16253803","WBGene00018089","F36D4.4","NA"
"2033","Fenbendazole_15","V:8398703-16253803","WBGene00018087","F36D4.1","NA"
"2034","Fenbendazole_15","V:8398703-16253803","WBGene00018090","F36D4.5a","NA"
"2035","Fenbendazole_15","V:8398703-16253803","WBGene00018091","F36D4.6","NA"
"2036","Fenbendazole_15","V:8398703-16253803","WBGene00021821","Y54B9A.1","NA"
"2037","Fenbendazole_15","V:8398703-16253803","WBGene00019237","H24G06.1a","NA"
"2038","Fenbendazole_15","V:8398703-16253803","WBGene00008556","F07D3.3","NA"
"2039","Fenbendazole_15","V:8398703-16253803","WBGene00003522","K06A4.1","nas-3"
"2040","Fenbendazole_15","V:8398703-16253803","WBGene00010596","K06A4.6","NA"
"2041","Fenbendazole_15","V:8398703-16253803","WBGene00077497","K06A4.10","NA"
"2042","Fenbendazole_15","V:8398703-16253803","WBGene00010597","K06A4.7","NA"
"2043","Fenbendazole_15","V:8398703-16253803","WBGene00010593","K06A4.3","gsnl-1"
"2044","Fenbendazole_15","V:8398703-16253803","WBGene00010595","K06A4.5","haao-1"
"2045","Fenbendazole_15","V:8398703-16253803","WBGene00008669","F11A3.1.1","acs-14"
"2046","Fenbendazole_15","V:8398703-16253803","WBGene00008670","F11A3.2a","NA"
"2047","Fenbendazole_15","V:8398703-16253803","WBGene00008233","C50F4.8","NA"
"2048","Fenbendazole_15","V:8398703-16253803","WBGene00008229","C50F4.1.1","NA"
"2049","Fenbendazole_15","V:8398703-16253803","WBGene00008235","C50F4.10","NA"
"2050","Fenbendazole_15","V:8398703-16253803","WBGene00008230","C50F4.2","pfk-1.2"
"2051","Fenbendazole_15","V:8398703-16253803","WBGene00008231","C50F4.3","tag-329"
"2052","Fenbendazole_15","V:8398703-16253803","WBGene00008232","C50F4.4","NA"
"2053","Fenbendazole_15","V:8398703-16253803","WBGene00008236","C50F4.12","NA"
"2054","Fenbendazole_15","V:8398703-16253803","WBGene00008238","C50F4.16","NA"
"2055","Fenbendazole_15","V:8398703-16253803","WBGene00003160","C50F4.11","mdf-1"
"2056","Fenbendazole_15","V:8398703-16253803","WBGene00008237","C50F4.14a","nstp-10"
"2057","Fenbendazole_15","V:8398703-16253803","WBGene00009098","F25B3.1","ehbp-1"
"2058","Fenbendazole_15","V:8398703-16253803","WBGene00009100","F25B3.3a","rgef-1"
"2059","Fenbendazole_15","V:8398703-16253803","WBGene00009101","F25B3.4","NA"
"2060","Fenbendazole_15","V:8398703-16253803","WBGene00009102","F25B3.5a","NA"
"2061","Fenbendazole_15","V:8398703-16253803","WBGene00009103","F25B3.6","rtfo-1"
"2062","Fenbendazole_15","V:8398703-16253803","WBGene00010727","K09G1.1e","NA"
"2063","Fenbendazole_15","V:8398703-16253803","WBGene00010729","K09G1.3","NA"
"2064","Fenbendazole_15","V:8398703-16253803","WBGene00001053","K09G1.4c","dop-2"
"2065","Fenbendazole_15","V:8398703-16253803","WBGene00004146","T06E4.11","pqn-63"
"2066","Fenbendazole_15","V:8398703-16253803","WBGene00011537","T06E4.10","NA"
"2067","Fenbendazole_15","V:8398703-16253803","WBGene00011536","T06E4.9","NA"
"2068","Fenbendazole_15","V:8398703-16253803","WBGene00011535","T06E4.8","NA"
"2069","Fenbendazole_15","V:8398703-16253803","WBGene00011534","T06E4.7","NA"
"2070","Fenbendazole_15","V:8398703-16253803","WBGene00044011","T06E4.12.1","NA"
"2071","Fenbendazole_15","V:8398703-16253803","WBGene00000719","T06E4.6","col-146"
"2072","Fenbendazole_15","V:8398703-16253803","WBGene00011533","T06E4.5","NA"
"2073","Fenbendazole_15","V:8398703-16253803","WBGene00000720","T06E4.4","col-147"
"2074","Fenbendazole_15","V:8398703-16253803","WBGene00000226","T06E4.3a","atl-1"
"2075","Fenbendazole_15","V:8398703-16253803","WBGene00001830","T06E4.1","hcp-2"
"2076","Fenbendazole_15","V:8398703-16253803","WBGene00007140","B0331.1","cyp-29A4"
"2077","Fenbendazole_15","V:8398703-16253803","WBGene00007141","B0331.2","pitr-4"
"2078","Fenbendazole_15","V:8398703-16253803","WBGene00013963","ZK287.2a","sulp-8"
"2079","Fenbendazole_15","V:8398703-16253803","WBGene00013964","ZK287.3","NA"
"2080","Fenbendazole_15","V:8398703-16253803","WBGene00013968","ZK287.9","NA"
"2081","Fenbendazole_15","V:8398703-16253803","WBGene00013965","ZK287.4a","NA"
"2082","Fenbendazole_15","V:8398703-16253803","WBGene00013967","ZK287.7.1","NA"
"2083","Fenbendazole_15","V:8398703-16253803","WBGene00001842","ZK287.8a","her-1"
"2084","Fenbendazole_15","V:8398703-16253803","WBGene00009580","F40F9.1a.1","xbx-6"
"2085","Fenbendazole_15","V:8398703-16253803","WBGene00009586","F40F9.10","NA"
"2086","Fenbendazole_15","V:8398703-16253803","WBGene00009581","F40F9.3","NA"
"2087","Fenbendazole_15","V:8398703-16253803","WBGene00006230","F40F9.4","str-188"
"2088","Fenbendazole_15","V:8398703-16253803","WBGene00009582","F40F9.5","NA"
"2089","Fenbendazole_15","V:8398703-16253803","WBGene00009583","F40F9.6a","aagr-3"
"2090","Fenbendazole_15","V:8398703-16253803","WBGene00009584","F40F9.7a","drap-1"
"2091","Fenbendazole_15","V:8398703-16253803","WBGene00009585","F40F9.8","cal-7"
"2092","Fenbendazole_15","V:8398703-16253803","WBGene00077696","F58E6.12","marc-1"
"2093","Fenbendazole_15","V:8398703-16253803","WBGene00077697","F58E6.13c","NA"
"2094","Fenbendazole_15","V:8398703-16253803","WBGene00010253","F58E6.4","NA"
"2095","Fenbendazole_15","V:8398703-16253803","WBGene00010255","F58E6.6","NA"
"2096","Fenbendazole_15","V:8398703-16253803","WBGene00010254","F58E6.5","NA"
"2097","Fenbendazole_15","V:8398703-16253803","WBGene00010257","F58E6.8","NA"
